LargestPropertyUseType,Neighborhood,PrimaryPropertyType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,PropertyGFATotal,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),PropertyGFAParking,YearBuilt,SiteEnergyUse(kBtu),TotalGHGEmissions
Non-Refrigerated Warehouse,GREATER DUWAMISH,Mixed Use Property,Food Service,Retail Store,18871.0,46183,14000.0,13312.0,,47.58874,-122.32662,1.0,1,46183,0,1931,1890502.5,27.92
Office,CENTRAL,Small and Mid-Sized Office,Parking,None,49825.0,72613,22788.0,0.0,84.0,47.60592,-122.31367,1.0,5,49825,22788,1984,2602213.75,41.96
Retail Store,SOUTHEAST,Retail Store,None,None,36071.0,36071,0.0,0.0,97.0,47.56514,-122.28781,1.0,1,36071,0,1968,1519952.125,50.76
K-12 School,SOUTHEAST,K-12 School,None,None,51672.0,51672,0.0,0.0,97.0,47.56591,-122.28339,1.0,3,51672,0,1989,1436510.375,20.3
Medical Office,SOUTHEAST,Medical Office,Office,None,19987.0,38352,7505.0,0.0,36.0,47.56364,-122.28572,1.0,2,27270,11082,1990,2108861.75,14.7
Fitness Center/Health Club/Gym,SOUTHEAST,Mixed Use Property,Other - Recreation,Office,14081.0,28425,12824.0,1479.0,,47.56214,-122.28143,1.0,1,28425,0,1995,2133797.75,57.25
Automobile Dealership,NORTH,Other,None,None,35115.0,35115,0.0,0.0,,47.7139,-122.29794,1.0,3,35115,0,2009,1922953.25,31.94
Other - Education,NORTHWEST,Mixed Use Property,Distribution Center,Non-Refrigerated Warehouse,23904.0,66704,18500.0,18500.0,,47.69734,-122.34639,1.0,1,66704,0,1972,600516.875,19.77
Non-Refrigerated Warehouse,NORTHWEST,Warehouse,Office,None,18854.0,25658,6804.0,0.0,,47.70117,-122.34284,1.0,1,25658,0,1969,1063960.125,18.87
Office,EAST,Small and Mid-Sized Office,Other,None,27600.0,36000,8400.0,0.0,95.0,47.61345,-122.3198,1.0,2,36000,0,1907,1046187.625,18.04
Parking,EAST,Mixed Use Property,Retail Store,None,18000.0,36000,18000.0,0.0,59.0,47.61324,-122.31724,1.0,1,36000,0,1913,1162163.125,26.52
Non-Refrigerated Warehouse,EAST,Warehouse,None,None,43200.0,43200,0.0,0.0,38.0,47.61467,-122.31777,1.0,2,43200,0,1915,1929851.5,49.18
Office,GREATER DUWAMISH,Small and Mid-Sized Office,Parking,None,42800.0,53840,10400.0,0.0,71.0,47.59501,-122.32852,1.0,4,40970,12870,1913,2912454.75,46.85
Retail Store,GREATER DUWAMISH,Retail Store,Office,None,34038.0,43794,9756.0,0.0,88.0,47.58801,-122.32944,1.0,1,43794,0,1975,1164537.75,23.5
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,40780.0,48280,7500.0,0.0,18.0,47.57466,-122.33089,1.0,1,48280,0,1968,2701833.75,78.57
Distribution Center,GREATER DUWAMISH,Distribution Center,Office,None,31476.0,36040,4564.0,0.0,,47.57258,-122.33059,1.0,1,36040,0,1954,363808.1875,7.74
Supermarket/Grocery Store,NORTHEAST,Supermarket and Grocery Store,Parking,None,35042.0,32822,0.0,0.0,42.0,47.68269,-122.28912,1.0,1,32822,0,1965,8839812.0,219.93
K-12 School,NORTHEAST,K-12 School,None,None,65210.0,64314,0.0,0.0,86.0,47.68069,-122.27533,1.0,1,64314,0,1948,2936336.25,108.05
Worship Facility,NORTHEAST,Worship Facility,None,None,20385.0,20385,0.0,0.0,65.0,47.68061,-122.29002,1.0,2,20385,0,1950,809291.8125,34.04
Worship Facility,NORTHEAST,Worship Facility,None,None,24295.0,24295,0.0,0.0,53.0,47.67984,-122.27739,1.0,1,24295,0,1946,216115.0,1.51
Office,NORTHEAST,Small and Mid-Sized Office,None,None,20317.0,20317,0.0,0.0,83.0,47.66888,-122.28333,1.0,2,20317,0,1967,620994.3125,4.33
Supermarket/Grocery Store,NORTHEAST,Supermarket and Grocery Store,None,None,24377.0,24377,0.0,0.0,6.0,47.66824,-122.28394,1.0,1,24377,0,1973,9851260.0,260.32
Movie Theater,NORTHWEST,Other,None,None,33392.0,33392,0.0,0.0,,47.70197,-122.34219,1.0,1,33392,0,1986,2786648.75,19.43
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,32040.0,32000,0.0,0.0,3.0,47.5316,-122.333,1.0,1,32000,0,1966,2186148.5,41.77
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,45449.0,44000,0.0,0.0,15.0,47.5316,-122.333,1.0,1,44000,0,1970,4302455.5,175.53
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,36000.0,36000,0.0,0.0,44.0,47.5316,-122.333,1.0,1,36000,0,1973,2771820.5,124.4
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Retail Store,None,29640.0,31360,1460.0,0.0,,47.52549,-122.33064,1.0,1,31360,0,1979,1356972.25,43.18
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,32200.0,33320,1200.0,0.0,,47.52549,-122.33064,1.0,1,33320,0,1979,2339234.0,64.75
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,47800.0,48020,0.0,0.0,71.0,47.52549,-122.33064,1.0,1,48020,0,1979,2373568.25,59.14
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,27850.0,27420,0.0,0.0,55.0,47.52549,-122.33064,1.0,1,27420,0,1979,1176342.25,39.05
K-12 School,CENTRAL,K-12 School,None,None,24152.0,24152,0.0,0.0,100.0,47.60885,-122.2999,1.0,2,24152,0,1929,161363.4063,1.12
K-12 School,NORTHEAST,K-12 School,None,None,37000.0,43645,0.0,0.0,71.0,47.694,-122.28967,1.0,2,43645,0,1949,2053956.375,85.15
Retail Store,NORTHEAST,Retail Store,None,None,20360.0,26853,0.0,0.0,68.0,47.69066,-122.29023,1.0,1,26853,0,1952,1399062.75,21.46
Other,GREATER DUWAMISH,Other,None,None,44775.0,44775,0.0,0.0,,47.59347,-122.33369,1.0,4,44775,0,1909,950695.625,29.88
Other,GREATER DUWAMISH,Other,Office,Retail Store,19715.0,27760,12000.0,6000.0,,47.57507,-122.33349,2.0,1,27760,0,1916,2833624.5,112.82
Other - Entertainment/Public Assembly,GREATER DUWAMISH,Other,Other,Fast Food Restaurant,13144.0,20975,6600.0,1070.0,,47.57459,-122.3339,1.0,1,20975,0,1937,347437.6875,6.46
Other,GREATER DUWAMISH,Other,None,None,26075.0,26075,0.0,0.0,,47.57619,-122.3339,1.0,1,26075,0,1918,1608508.75,17.6
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,29394.0,29394,16902.0,0.0,60.0,47.57881,-122.33273,1.0,1,29394,0,1992,1486681.75,26.27
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,15000.0,20400,5400.0,0.0,69.0,47.57941,-122.3336,1.0,2,20400,0,1926,438557.0,12.17
Office,GREATER DUWAMISH,Small and Mid-Sized Office,None,None,20460.0,20460,0.0,0.0,16.0,47.57893,-122.33374,1.0,1,20460,0,1926,903541.875,6.3
Self-Storage Facility,GREATER DUWAMISH,Self-Storage Facility,None,None,25821.0,25821,0.0,0.0,,47.58168,-122.33369,1.0,2,25821,0,1925,209698.7031,1.46
Refrigerated Warehouse,GREATER DUWAMISH,Refrigerated Warehouse,None,None,21870.0,21870,0.0,0.0,45.0,47.58217,-122.33263,1.0,2,21870,0,1955,1074350.375,7.49
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,51664.0,51664,0.0,0.0,,47.58069,-122.3325,3.0,1,51664,0,1988,3528086.75,66.77
Medical Office,DELRIDGE,Medical Office,None,None,43615.0,43615,0.0,0.0,89.0,47.53419,-122.36624,1.0,1,43615,0,1970,3133849.5,106.35
Office,DELRIDGE,Small and Mid-Sized Office,None,None,16855.0,36879,0.0,0.0,26.0,47.53419,-122.36624,1.0,3,36879,0,1970,1144267.5,7.98
Other,DELRIDGE,Other,Parking,None,28303.0,28531,1100.0,0.0,,47.53578,-122.36205,1.0,2,28531,0,2002,3494929.5,92.7
Non-Refrigerated Warehouse,DELRIDGE,Warehouse,None,None,43556.0,36600,0.0,0.0,80.0,47.53846,-122.36175,1.0,2,36600,0,1982,308400.4063,2.15
Office,SOUTHWEST,Mixed Use Property,Other,None,14452.0,35176,14452.0,0.0,,47.57269,-122.37056,1.0,5,35176,0,2004,1011965.375,7.05
K-12 School,NORTH,K-12 School,None,None,40285.0,36701,0.0,0.0,87.0,47.69845,-122.30747,1.0,1,36701,0,1959,1564891.75,47.98
College/University,LAKE UNION,University,Medical Office,None,26393.0,41293,15000.0,0.0,,47.65231,-122.34217,1.0,2,26050,15243,1940,2839882.25,61.68
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,30889.0,48890,18000.0,0.0,49.0,47.55718,-122.33288,1.0,1,48890,0,1941,2100216.5,61.6
Office,GREATER DUWAMISH,Small and Mid-Sized Office,None,None,43473.0,43473,0.0,0.0,3.0,47.55658,-122.33322,1.0,3,43473,0,2000,4416909.5,30.79
Retail Store,DELRIDGE,Retail Store,None,None,40793.0,40265,0.0,0.0,19.0,47.52254,-122.36627,1.0,1,40265,0,1990,3740373.75,35.48
Retail Store,DELRIDGE,Retail Store,None,None,32427.0,26208,0.0,0.0,79.0,47.52254,-122.36627,1.0,1,26208,0,2005,1608884.25,37.61
Other - Education,BALLARD,Mixed Use Property,Other - Entertainment/Public Assembly,Social/Meeting Hall,12000.0,42172,11400.0,9100.0,,47.69766,-122.37346,1.0,1,42172,0,1926,3275779.25,152.14
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,32250.0,32250,0.0,0.0,92.0,47.59657,-122.33394,1.0,5,32250,0,1910,796042.375,11.44
Retail Store,NORTHWEST,Retail Store,None,None,51000.0,51000,0.0,0.0,95.0,47.69061,-122.35731,1.0,1,51000,0,1953,1298039.875,14.17
Other,GREATER DUWAMISH,Mixed Use Property,Other - Entertainment/Public Assembly,Self-Storage Facility,9000.0,27000,9000.0,9000.0,,47.58452,-122.3337,1.0,1,27000,0,1916,229856.4063,1.6
Other - Entertainment/Public Assembly,GREATER DUWAMISH,Other,Restaurant,Office,11815.0,20747,5120.0,3812.0,,47.58787,-122.33365,1.0,2,20747,0,1935,1001964.0,17.45
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,36000.0,40800,4800.0,0.0,,47.58903,-122.33361,1.0,2,40800,0,1928,817255.875,27.83
Office,GREATER DUWAMISH,Small and Mid-Sized Office,None,None,20150.0,20150,0.0,0.0,80.0,47.59508,-122.33378,1.0,2,20150,0,1920,576174.125,4.02
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,31500.0,36000,0.0,0.0,40.0,47.59639,-122.33368,1.0,7,36000,0,1909,1682454.875,11.73
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Retail Store,Office,24300.0,41276,13284.0,3692.0,,47.59081,-122.33487,1.0,2,41276,0,1938,2502081.0,96.62
Other,GREATER DUWAMISH,Other,Parking,None,24717.0,27690,0.0,0.0,,47.58788,-122.33458,1.0,3,27690,0,1910,16808.90039,0.12
Office,GREATER DUWAMISH,Small and Mid-Sized Office,None,None,22580.0,22580,0.0,0.0,90.0,47.58686,-122.33469,1.0,1,22580,0,1927,928584.875,9.65
Non-Refrigerated Warehouse,CENTRAL,Warehouse,None,None,20000.0,20000,0.0,0.0,18.0,47.60192,-122.31641,1.0,1,20000,0,1926,743528.125,33.52
Non-Refrigerated Warehouse,CENTRAL,Warehouse,Office,None,38000.0,42000,4000.0,0.0,,47.60224,-122.31529,1.0,1,42000,0,1954,2070005.625,82.07
Self-Storage Facility,CENTRAL,Self-Storage Facility,Parking,None,21018.0,24248,3230.0,0.0,,47.61234,-122.31628,1.0,1,24248,0,1962,111969.7031,0.79
Senior Care Community,NORTH,Senior Care Community,None,None,244500.0,244500,0.0,0.0,100.0,47.70178,-122.32352,1.0,6,244500,0,2009,11019641.0,292.8
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,22752.0,24617,0.0,0.0,,47.55608,-122.3388,1.0,1,24617,0,1932,106918.0,0.75
Parking,GREATER DUWAMISH,Other,Office,None,84710.0,127065,42355.0,0.0,,47.55768,-122.33137,1.0,3,42355,84710,2009,3245111.5,22.62
Retail Store,GREATER DUWAMISH,Retail Store,None,None,37247.0,37247,0.0,0.0,69.0,47.55772,-122.33017,1.0,1,37247,0,1964,1748644.5,58.36
Retail Store,BALLARD,Retail Store,None,None,23468.0,25384,0.0,0.0,11.0,47.69274,-122.37602,1.0,1,25384,0,1993,3027867.5,77.23
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,32000.0,52110,0.0,0.0,34.0,47.58318,-122.3347,1.0,2,52110,0,1900,586589.1875,25.15
Office,GREATER DUWAMISH,Small and Mid-Sized Office,Parking,None,20970.0,20970,0.0,0.0,100.0,47.58292,-122.33468,1.0,2,20970,0,1910,204499.0938,5.43
Office,GREATER DUWAMISH,Small and Mid-Sized Office,Other,None,27636.0,39036,13611.0,0.0,,47.57595,-122.33624,1.0,2,39036,0,1937,1528295.75,39.25
Office,GREATER DUWAMISH,Small and Mid-Sized Office,Non-Refrigerated Warehouse,Social/Meeting Hall,24000.0,26310,8874.0,1000.0,96.0,47.57529,-122.33475,1.0,1,26310,0,1923,771512.6875,14.99
Retail Store,SOUTHEAST,Retail Store,Supermarket/Grocery Store,None,28734.0,37883,24813.0,0.0,88.0,47.54723,-122.28455,1.0,1,37883,0,1966,12434593.0,413.1
K-12 School,DELRIDGE,K-12 School,None,None,31375.0,29874,0.0,0.0,95.0,47.53887,-122.37564,1.0,3,29874,0,1962,1274049.75,54.27
Worship Facility,MAGNOLIA / QUEEN ANNE,Worship Facility,Parking,None,22000.0,20140,0.0,0.0,35.0,47.64,-122.39743,1.0,1,20140,0,1965,992794.6875,47.08
Self-Storage Facility,NORTHWEST,Self-Storage Facility,None,None,71874.0,71874,0.0,0.0,,47.70281,-122.35623,1.0,2,40485,31389,1990,1242811.75,44.97
Office,CENTRAL,Small and Mid-Sized Office,None,None,30100.0,39953,0.0,0.0,93.0,47.60104,-122.30155,1.0,2,39953,0,1971,1508561.875,28.05
Retail Store,CENTRAL,Retail Store,Office,None,14168.0,21200,7032.0,0.0,15.0,47.60009,-122.3017,1.0,2,21200,0,1998,1676426.5,11.69
Supermarket/Grocery Store,CENTRAL,Supermarket and Grocery Store,Other,None,28470.0,30630,2442.0,0.0,27.0,47.59881,-122.30189,1.0,1,30630,0,1980,6058494.0,42.24
Retail Store,CENTRAL,Retail Store,Bank Branch,None,19271.0,23421,4150.0,0.0,25.0,47.59881,-122.30189,1.0,2,23421,0,1980,1896626.375,13.22
K-12 School,BALLARD,K-12 School,None,None,117116.0,117116,0.0,0.0,83.0,47.6763,-122.38051,1.0,3,117116,0,1931,5722325.5,256.31
Worship Facility,BALLARD,Worship Facility,None,None,24120.0,24120,0.0,0.0,66.0,47.67628,-122.38238,1.0,2,24120,0,1928,893053.1875,31.54
Worship Facility,BALLARD,Worship Facility,Office,None,28970.0,35736,6766.0,0.0,88.0,47.6764,-122.38502,1.0,3,35736,0,1929,1148202.25,51.15
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,49500.0,51050,0.0,0.0,10.0,47.57298,-122.33644,1.0,1,51050,0,1941,1206165.75,27.75
Retail Store,GREATER DUWAMISH,Retail Store,None,None,21900.0,21900,0.0,0.0,40.0,47.57044,-122.33475,1.0,2,21900,0,1954,1302192.875,42.66
Distribution Center,GREATER DUWAMISH,Distribution Center,None,None,65164.0,16300,0.0,0.0,100.0,47.57227,-122.33843,1.0,1,16300,0,1952,150167.7969,1.6
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,33462.0,33462,0.0,0.0,1.0,47.57339,-122.33735,1.0,1,33462,0,1964,1386445.375,9.67
Other,GREATER DUWAMISH,Mixed Use Property,Non-Refrigerated Warehouse,Refrigerated Warehouse,10471.0,35310,9875.0,8877.0,,47.57506,-122.33862,1.0,1,35310,0,1952,1331469.75,44.68
Other,GREATER DUWAMISH,Other,None,None,34733.0,36140,0.0,0.0,,47.54089,-122.32323,1.0,3,36140,0,1962,4653535.0,32.44
Other - Mall,DOWNTOWN,Other,Parking,None,29640.0,47963,6000.0,0.0,,47.59886,-122.31678,1.0,2,26579,21384,1991,8163413.0,298.91
Non-Refrigerated Warehouse,DOWNTOWN,Warehouse,Worship Facility,None,18350.0,23903,4500.0,0.0,65.0,47.59774,-122.31936,1.0,1,23903,0,1930,415364.5938,14.37
Self-Storage Facility,NORTHEAST,Self-Storage Facility,None,None,22522.0,22522,0.0,0.0,,47.67923,-122.31715,1.0,3,22522,0,1947,561473.875,23.52
Self-Storage Facility,NORTHEAST,Self-Storage Facility,None,None,38959.0,38959,0.0,0.0,,47.67905,-122.31697,1.0,4,38959,0,1996,905750.375,23.84
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Other - Services,Office,14150.0,25955,8745.0,3060.0,,47.5867,-122.30519,1.0,2,25955,0,1928,1218112.0,8.49
K-12 School,EAST,K-12 School,Parking,None,46100.0,46100,0.0,0.0,75.0,47.60776,-122.32481,1.0,4,46100,0,1923,2177064.75,78.19
Worship Facility,NORTHWEST,Worship Facility,None,None,21936.0,21936,0.0,0.0,96.0,47.70901,-122.35498,1.0,2,21936,0,1951,608755.375,28.78
"Personal Services (Health/Beauty, Dry Cleaning, etc)",NORTH,Other,None,None,25406.0,25406,0.0,0.0,,47.7162,-122.2956,1.0,1,25406,0,1960,2442220.0,41.96
Office,SOUTHEAST,Small and Mid-Sized Office,None,None,22014.0,23250,0.0,0.0,55.0,47.56029,-122.2858,1.0,2,23250,0,1967,904236.0,6.3
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Parking,None,30000.0,30000,0.0,0.0,32.0,47.55966,-122.33146,1.0,1,30000,0,1960,2794837.0,120.72
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,21110.0,45036,14074.0,6755.0,,47.56522,-122.32205,1.0,1,45036,0,1962,1791697.75,49.53
K-12 School,SOUTHWEST,K-12 School,None,None,51410.0,51410,0.0,0.0,87.0,47.57269,-122.39673,1.0,1,51410,0,1962,1968907.25,64.79
College/University,MAGNOLIA / QUEEN ANNE,University,Restaurant,None,101035.0,122679,2000.0,0.0,,47.65019,-122.36173,1.0,2,122679,0,1959,16378152.0,588.25
College/University,MAGNOLIA / QUEEN ANNE,University,None,None,533826.0,537000,0.0,0.0,,47.65019,-122.36173,14.0,2,537000,0,1945,90609640.0,3768.66
Office,NORTH,Small and Mid-Sized Office,None,None,23022.0,23022,0.0,0.0,78.0,47.70868,-122.30089,1.0,4,23022,0,1980,1027230.875,14.64
Refrigerated Warehouse,GREATER DUWAMISH,Refrigerated Warehouse,Other,Office,22000.0,27263,2700.0,2500.0,,47.56173,-122.32885,1.0,1,27263,0,1967,2470642.0,17.22
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,33000.0,31569,0.0,0.0,12.0,47.56318,-122.32889,1.0,1,31569,0,1962,3064039.5,125.59
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,None,None,22509.0,22509,0.0,0.0,57.0,47.56362,-122.32876,1.0,1,22509,0,1956,177812.7969,1.24
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,31184.0,39984,8800.0,0.0,75.0,47.56424,-122.32902,1.0,1,39984,0,1956,1073156.375,36.82
K-12 School,EAST,K-12 School,None,None,73769.0,73769,0.0,0.0,92.0,47.62442,-122.31838,1.0,2,73769,0,1925,2556131.0,94.85
Worship Facility,EAST,Worship Facility,None,None,26440.0,26440,0.0,0.0,91.0,47.62322037,-122.320017,1.0,1,26440,0,1906,719905.1875,27.93
K-12 School,NORTHEAST,K-12 School,None,None,45370.0,43578,0.0,0.0,83.0,47.68503,-122.28267,1.0,1,43578,0,1961,1436773.875,24.63
Self-Storage Facility,GREATER DUWAMISH,Self-Storage Facility,None,None,28800.0,28800,0.0,0.0,,47.59291,-122.31042,1.0,2,28800,0,1956,1143826.625,29.44
K-12 School,CENTRAL,K-12 School,None,None,31100.0,28500,0.0,0.0,92.0,47.61791,-122.28594,4.0,2,28500,0,2009,1162561.125,28.64
Restaurant,LAKE UNION,Restaurant,Office,None,13592.0,26519,12927.0,0.0,,47.62902,-122.33173,1.0,2,26519,0,1978,3717064.0,97.27
Restaurant,LAKE UNION,Mixed Use Property,Other,Parking,23373.0,34639,19659.0,15402.0,,47.62774,-122.33384,1.0,2,19237,15402,1988,15480681.0,515.71
Other - Entertainment/Public Assembly,MAGNOLIA / QUEEN ANNE,Other,None,None,26300.0,26300,0.0,0.0,,47.62643,-122.33946,1.0,2,26300,0,1921,3537841.5,116.94
Office,LAKE UNION,Small and Mid-Sized Office,None,None,21915.0,23355,0.0,0.0,77.0,47.63614,-122.33982,1.0,3,23355,0,1949,840549.375,5.86
Office,MAGNOLIA / QUEEN ANNE,Small and Mid-Sized Office,Restaurant,None,29255.0,30840,1180.0,0.0,30.0,47.63575,-122.33895,1.0,4,30840,0,1965,3542708.5,101.21
Other,NORTHEAST,Other,None,None,20332.0,20332,0.0,0.0,,47.67642,-122.3035,1.0,1,20332,0,1946,392683.6875,10.99
Worship Facility,CENTRAL,Worship Facility,None,None,21850.0,21850,0.0,0.0,100.0,47.61118,-122.288,1.0,1,21850,0,1900,317794.4063,13.09
Self-Storage Facility,MAGNOLIA / QUEEN ANNE,Self-Storage Facility,None,None,28309.0,28309,0.0,0.0,,47.64633,-122.3508,1.0,2,28309,0,1918,430308.9063,11.85
Hotel,DOWNTOWN,Hotel,None,None,45500.0,45500,0.0,0.0,77.0,47.60154,-122.3352,1.0,4,45500,0,1914,2799595.0,122.0
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,29258.0,38376,2409.0,0.0,,47.60106,-122.33458,1.0,5,38376,0,1900,2058532.875,14.35
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,24120.0,42804,6583.0,0.0,,47.60149,-122.33458,1.0,4,42804,0,1900,1544501.75,46.53
Office,DOWNTOWN,Small and Mid-Sized Office,Restaurant,Retail Store,26639.0,33300,2820.0,2377.0,,47.60023,-122.33459,1.0,4,33300,0,1900,1287497.375,18.76
Hotel,DOWNTOWN,Hotel,None,None,25450.0,25450,0.0,0.0,99.0,47.60035,-122.33379,1.0,3,25450,0,1900,503744.6875,3.51
Other,DOWNTOWN,Other,None,None,22200.0,22200,0.0,0.0,,47.59976,-122.33514,1.0,3,22200,0,1900,188745.7031,7.05
Non-Refrigerated Warehouse,MAGNOLIA / QUEEN ANNE,Warehouse,Office,None,19749.0,29498,9148.0,0.0,,47.64306,-122.34219,1.0,2,29498,0,1968,3768900.5,50.05
Non-Refrigerated Warehouse,LAKE UNION,Warehouse,None,None,23050.0,23050,0.0,0.0,27.0,47.64793,-122.34358,1.0,1,23050,0,1938,466672.6875,3.25
Office,LAKE UNION,Small and Mid-Sized Office,None,None,48350.0,48350,0.0,0.0,45.0,47.64747,-122.34086,1.0,4,48350,0,2008,3168131.0,22.09
Retail Store,NORTHEAST,Retail Store,None,None,46000.0,46059,0.0,0.0,82.0,47.66097,-122.3192,1.0,1,46059,0,1930,1582655.875,20.66
Medical Office,NORTHEAST,Medical Office,None,None,23595.0,23595,0.0,0.0,72.0,47.67437,-122.3181,1.0,2,23595,0,1970,817409.625,6.53
Office,DOWNTOWN,Small and Mid-Sized Office,None,None,28142.0,28142,0.0,0.0,96.0,47.59938,-122.33328,1.0,3,28142,0,1900,847097.8125,34.08
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,Non-Refrigerated Warehouse,12314.0,28760,6020.0,6000.0,,47.59954,-122.33327,1.0,3,28760,0,1900,2615973.5,124.59
Office,DOWNTOWN,Small and Mid-Sized Office,Retail Store,None,32001.0,39030,6685.0,0.0,99.0,47.59979,-122.33318,1.0,4,39030,0,1902,713326.875,13.69
Other,EAST,Other,Parking,None,36280.0,61580,23154.0,0.0,,47.61492,-122.31728,1.0,2,34580,27000,1926,4199443.0,69.53
Office,EAST,Small and Mid-Sized Office,Retail Store,None,29720.0,30720,1000.0,0.0,,47.61459,-122.31724,1.0,3,30720,0,1917,1288669.5,25.53
Retail Store,EAST,Mixed Use Property,Office,Restaurant,9750.0,20640,9212.0,2450.0,,47.61428,-122.31726,1.0,2,20640,0,1916,412562.4063,2.88
Retail Store,EAST,Mixed Use Property,Restaurant,Office,14983.0,34914,10638.0,5837.0,,47.61421,-122.3193,1.0,2,34914,0,1912,1333289.625,9.29
Office,EAST,Small and Mid-Sized Office,Retail Store,Non-Refrigerated Warehouse,10228.0,20897,3433.0,3400.0,,47.61508,-122.31845,1.0,3,20897,0,1906,964923.8125,17.79
Retail Store,EAST,Retail Store,None,None,36940.0,36940,0.0,0.0,100.0,47.61478,-122.31847,1.0,2,36940,0,1916,336745.4063,2.35
Office,EAST,Small and Mid-Sized Office,None,None,22866.0,22866,0.0,0.0,,47.61435,-122.31859,1.0,3,22866,0,1913,1153690.125,20.76
Retail Store,EAST,Retail Store,Restaurant,None,32205.0,30240,714.0,0.0,78.0,47.61466,-122.31984,1.0,1,30240,0,1920,1264626.875,18.19
Other,NORTHEAST,Other,None,None,27022.0,28586,0.0,0.0,,47.65729,-122.31937,1.0,2,28586,0,1962,5078204.0,35.4
Hotel,DOWNTOWN,Hotel,Restaurant,None,21600.0,28800,7200.0,0.0,,47.59766,-122.32394,1.0,3,28800,0,1908,4644346.0,190.45
Restaurant,DOWNTOWN,Restaurant,None,None,28800.0,28800,0.0,0.0,,47.59697,-122.32474,1.0,3,28800,0,1913,899924.1875,29.21
Office,DOWNTOWN,Small and Mid-Sized Office,Bank Branch,None,24227.0,35202,9127.0,0.0,2.0,47.59644,-122.32415,1.0,3,35202,0,1979,3605755.5,25.14
Senior Care Community,EAST,Senior Care Community,Parking,None,69035.0,95117,26082.0,0.0,1.0,47.61318,-122.32747,1.0,6,69035,26082,1969,7202141.5,183.79
Worship Facility,EAST,Worship Facility,None,None,24600.0,24600,0.0,0.0,69.0,47.61426,-122.32661,1.0,2,24600,0,1910,331059.5,5.66
Worship Facility,EAST,Worship Facility,Office,Other,28725.0,48850,4325.0,3700.0,,47.60514,-122.32613,1.0,1,48850,0,1900,1063480.5,65.05
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Food Sales,Office,13393.0,25000,7500.0,4107.0,,47.55317,-122.33289,1.0,1,25000,0,1964,1989103.875,65.89
Non-Refrigerated Warehouse,GREATER DUWAMISH,Warehouse,Office,None,24000.0,25000,1000.0,0.0,,47.55544,-122.33294,1.0,1,25000,0,1960,287132.5,8.61
Manufacturing/Industrial Plant,GREATER DUWAMISH,Other,None,None,23000.0,22622,0.0,0.0,,47.55523,-122.33448,1.0,1,22622,0,1927,774075.6875,26.56
Office,EAST,Small and Mid-Sized Office,Parking,None,22365.0,27544,3744.0,0.0,94.0,47.61543,-122.32657,1.0,3,27544,0,1917,1031667.5,17.41
Other - Entertainment/Public Assembly,MAGNOLIA / QUEEN ANNE,Other,None,None,22960.0,22960,0.0,0.0,,47.63644,-122.34218,1.0,3,22960,0,1961,2266983.0,95.38
Supermarket/Grocery Store,EAST,Supermarket and Grocery Store,Parking,None,44739.0,44739,0.0,0.0,17.0,47.62048,-122.31386,1.0,1,44739,0,1998,14585813.0,393.07
